CaseNumber,Sample,D3S1358,D3S1358,D1S1656,D1S1656,D2S441,D2S441,D10S1248,D10S1248,D13S317,D13S317,Penta_E,Penta_E,D16S539,D16S539,D18S51,D18S51,D2S1338,D2S1338,CSF1PO,CSF1PO,Penta_D,Penta_D,TH01,TH01,vWA,vWA,D21S11,D21S11,D7S820,D7S820,D5S818,D5S818,TPOX,TPOX,D8S1179,D8S1179,D12S391,D12S391,D19S433,D19S433,FGA,FGA,D22S1045,D22S1045
Individual,517,12,19,10,13,14,12,18,9,12,9,10,18,8,9,19,18,23,25,11,10,15,7,5,6,19,18,37,28,9,7,8,10,7,7,13,9,21,17.3,15.2,11,19.2,30,14,12
Individual,518,19,13,12,15.3,14.3,11,17,10,10,9,20,9,9,14,20,17,19,16,14,12,7,8,8,10,17,12,29,31,14,10,14,7,9,13,16,15,24,21,13,13.2,19,30,8,18
Individual,519,15,14,11,15,12,12,17,15,10,9,15,7,12,9,20,21.2,26,22,10,11,2.2,8,5,10,17,13,33.1,30,10,12,9,7,6,7,14,12,14,22,10,14,25.2,30,19,10
Individual,520,15.2,17,19.3,11,12.3,14.3,18,18,8,8,8,20,13,14,13.2,24,23,17,11,13,13,15,9,9,17,18,33.1,29,11,6,13,9,10,10,10,12,18.1,22,14.2,10,18,23.2,10,8
Individual,521,18,18,18.3,15.3,13,12.3,12,15,9,12,19,19,10,12,19,11,25,15,8,7,13,13.4,6,7,13,15,36,33,8,9,13,8,13,9,12,9,19.1,17,17.2,18.2,22.2,22.2,16,17
Individual,522,19,15.2,18.3,17.3,12.3,12,9,11,9,11,9,7,14,10,9,17,21,19,14,11,6,8,7,9,11,18,33,32,6,8,13,14,9,8,8,15,24,17,15.2,16.2,21,18,12,12
Individual,523,15.2,12,15,17.3,15,13.3,10,17,10,11,15,10,5,9,21.2,13.2,18,15,11,11,15,9,5,6,11,12,35,26,10,12,9,13,10,12,15,12,17,23,12,15,17.2,18.2,16,13
Individual,524,17,13,18.3,16.3,14.3,15,15,11,10,13,25,5,13,10,12,13.2,23,21,10,7,8,2.2,9.3,9,18,13,30.2,29.3,6,6,13,11,13,11,12,10,18.3,19,17.2,10,29,19.2,11,8
Individual,525,12,17,16,15.3,15,12.3,13,10,10,11,6,9,9,13,19,22,15,27,14,7,15,3.2,9.3,9.3,15,16,32,36,14,11,13,8,13,11,16,18,21,21,14.2,12,28,27,11,14
Individual,526,17,18,15,17.3,14,14,13,15,14,11,8,18,9,14,19,14,16,27,14,11,3.2,12,5,6,17,13,35,28,9,12,13,13,8,13,14,14,17,17.1,13.2,15,17.2,18,18,8
Individual,527,15,18,17,11,13.3,11.3,13,8,13,10,10,17,13,8,21,12,21,19,13,9,6,11,9.3,8,11,15,30.2,33,11,9,9,14,10,6,11,16,23,18,12.2,17.2,24,25,15,8
Individual,528,18,15,13,15,13.3,12,14,17,8,9,9,11,12,13,13.2,17,23,25,12,11,2.2,8,9.3,9,14,20,34,33,13,9,11,9,6,12,12,11,18.3,20.1,14,16.2,25,20,19,16
Individual,529,16,14,17,17.3,11,14.3,14,17,11,10,6,6,12,12,22,17,21,15,12,14,14,9,9,8,12,18,30.2,31.2,13,9,11,8,8,11,10,16,21,15,17.2,17.2,30.2,19,15,12
Individual,530,17,14,10,15.3,13,14.3,12,10,9,14,10,5,13,10,15,15,18,24,14,9,11,11,9.3,6,17,21,32.2,32.2,6,13,12,8,10,12,16,13,17.3,19.1,17.2,16.2,19.2,26,8,14
Individual,531,15,15,14.3,14.3,15,11.3,14,14,10,9,16,13,10,13,22,23,23,17,10,13,15,13,10,6,13,14,29.3,28,6,9,10,14,8,13,15,14,19,16,13.2,16,19.2,16.2,16,16
Individual,532,15.2,12,12,14.3,9,9,16,8,9,11,8,12,5,8,20,15,27,21,12,7,6,14,6,9.3,17,20,30,33.1,6,9,9,14,12,9,16,12,18,15,10,18.2,18,30.2,8,12
Individual,533,19,16,12,16,10,13.3,10,16,9,11,12,17,12,8,21.2,19,26,18,8,11,3.2,7,9,9,12,11,29,29.3,7,9,15,14,8,12,14,9,20.1,19.3,12,15,30,28,11,16
Individual,534,13,16,18.3,19.3,11.3,14.3,15,12,12,12,19,11,13,13,13.2,21.2,25,21,13,7,15,12,10,8,11,17,29.3,31,6,6,10,11,8,12,17,13,15,20.1,12,12,23,27,8,12
Individual,535,19,14,16.3,17,11,11.3,17,11,8,13,18,5,8,13,11,23,17,26,10,13,5,2.2,5,5,15,12,30.2,32.2,12,13,11,15,7,6,15,14,19.1,17.3,15.2,15.2,26,23,11,12
Individual,536,15.2,15,17,15,11,9,16,16,9,13,13,12,8,12,17,15,15,25,13,8,5,8,9.3,8,15,13,31,31.2,7,9,11,15,10,8,14,18,15,14,11,12,28,21,8,19
Individual,537,15,12,12,16.3,13,11,10,15,13,13,19,6,9,14,11,13.2,25,18,13,8,11,11,9,5,12,19,29,38,11,7,10,14,6,7,13,10,19.3,14,18.2,11,30.2,28,10,15
Individual,538,17,19,14,11,13.3,14.3,11,17,10,11,20,8,14,14,21,20,27,23,12,11,10,8,5,6,20,11,34,34,9,14,12,13,13,7,8,12,17.1,17.3,10,13.2,23.2,23.2,12,19
Individual,539,15.2,18,18.3,18.3,14.3,12.3,13,17,11,9,10,20,8,13,19,22,18,27,10,8,13,10,9.3,10,14,13,33.1,34,7,11,11,9,6,10,18,8,17.1,15,16,11,24,25.2,10,14
Individual,540,13,15.2,16.3,16.3,9,15,9,8,13,14,25,11,12,5,13.2,11,25,24,10,12,7,10,6,5,21,21,29.3,29.3,7,8,14,11,6,11,13,10,15,15,17.2,16,18,19,17,11
Individual,541,12,16,16,10,14,13,16,16,14,13,5,10,14,9,13.2,12,26,26,13,11,3.2,10,9,5,11,18,38,33.1,11,12,14,13,6,9,14,14,18,14,15,15.2,27,19.2,13,15
Individual,542,18,18,19.3,18,12,14.3,14,9,9,14,11,25,12,9,13,18,25,16,9,9,3.2,14,8,5,13,13,33.1,31,10,10,14,13,6,6,9,8,23,18.1,12,10,18.2,31.2,17,13
Individual,543,19,17,11,16,14,14.3,17,10,10,12,17,25,12,8,19,10,26,20,7,12,3.2,6,6,8,12,21,33,33.1,8,6,7,7,7,8,15,16,20.1,17.3,15.2,18.2,30,22,19,12
Individual,544,14,17,16,18,14,15,18,9,11,10,17,8,13,8,12,21.2,21,16,13,7,15,10,5,5,16,12,35,27,13,10,12,8,10,7,12,12,16,24,14,17.2,20,24,12,10
Individual,545,19,18,10,18,11,10,8,14,11,8,20,17,9,9,11,14,20,23,10,12,15,7,10,9,18,17,33,28,10,13,10,9,9,11,17,16,14,19.3,12,15,18.2,22.3,10,14
Individual,546,15,15.2,14,17.3,12,9,10,13,13,13,16,12,13,5,21,15.2,23,25,14,14,3.2,2.2,9.3,5,11,20,29.3,30,11,7,12,14,13,7,13,8,20,23,13,16,31.2,24,10,17
Individual,547,13,17,17,16.3,12,10,9,14,9,13,16,18,12,12,15.2,20,27,20,11,7,3.2,17,9.3,7,13,12,28,29.3,11,7,11,13,9,9,13,18,19.1,16,11,16.2,24,16.2,10,13
Individual,548,19,19,16.3,10,14.3,11,9,14,12,9,13,16,14,8,12,21.2,23,22,8,8,10,3.2,6,9,12,11,32,31.2,10,8,11,13,7,7,17,15,23,19,12,14.2,31.2,19,19,19
Individual,549,19,14,12,15,12.3,15,14,10,12,9,12,17,5,8,12,18,21,19,9,9,11,6,8,10,13,18,28,33.1,13,9,12,8,13,7,12,9,24,22,14,15.2,17.2,25,19,14
Individual,550,14,12,16.3,12,11,12.3,11,9,10,13,18,15,12,14,19,11,20,19,8,8,5,3.2,8,7,11,12,30.2,30,13,13,15,13,12,12,15,11,23,18,14.2,17.2,20,22,10,13
Individual,551,18,19,16,18,13.3,14.3,10,8,10,14,7,13,13,13,22,21.2,25,25,10,8,9,15,5,9.3,17,16,39,38,14,10,8,10,6,7,15,8,20.1,17,12,10,18.2,26,15,14
Individual,552,18,13,12,14.3,14,13.3,17,14,10,11,12,18,14,8,17,15,22,26,7,7,13,17,5,9,20,15,33.1,33.1,11,8,14,11,13,13,15,9,23,17,10,18.2,24,22,12,8
Individual,553,19,15.2,10,14.3,15,13.3,16,18,13,9,8,19,10,5,15.2,16,22,15,8,13,14,12,7,9,17,20,27,33.2,12,14,14,14,6,11,18,15,19.1,17,18.2,16.2,20,31.2,10,15
Individual,554,16,18,17,15.3,12.3,14.3,10,18,8,10,9,16,14,13,22,10,20,23,10,8,10,6,7,6,16,18,33.2,28,7,10,11,14,11,9,11,16,18.3,16,14,18.2,17.2,29,18,10
Individual,555,15.2,18,17,16,11,14,17,13,9,13,25,5,8,8,14,22,22,22,13,11,9,9,7,7,18,20,30,30.2,11,10,15,10,6,7,18,17,17.1,19.3,12.2,12.2,23,22.3,18,17
Individual,556,14,19,17,15.3,15,10,14,17,14,12,19,25,9,8,16,16,22,16,8,10,7,15,7,5,19,21,39,38,14,11,14,15,8,13,16,16,18.3,18,14,13.2,18,25.2,11,16
Individual,557,18,12,17,11,12.3,12.3,10,17,10,8,25,10,12,10,9,17,22,26,13,9,7,10,5,6,11,15,29.3,29,7,12,14,10,8,13,17,15,14,18.3,13,13,30,22,10,15
Individual,558,15.2,14,12,17,15,11.3,17,10,13,12,7,6,13,12,24,14,15,25,12,7,7,10,7,9,12,12,30,34,9,14,15,9,6,9,18,10,25,20.1,13,18.2,18,30.2,10,8
Individual,559,19,15,14,17,12.3,12,9,17,14,9,13,14,5,8,22,13,17,23,11,10,2.2,7,10,6,12,13,31,27,6,6,10,8,7,12,14,13,17,16,13,13,26,19.2,17,15
Individual,560,15.2,15.2,13,14,12.3,14,12,11,13,8,15,17,12,14,15.2,15.2,26,16,9,13,3.2,12,9,9,18,18,30,32.2,14,6,14,13,8,7,15,10,17.3,21,13,14.2,19,25,13,12
Individual,561,14,17,11,17,12,15,13,18,11,12,14,17,5,9,10,14,19,26,12,7,13.4,6,7,9,18,12,33,36,9,8,14,9,13,9,15,14,17.3,19.1,12,14,21,29,12,11
Individual,562,15.2,15,19.3,12,15,14.3,15,14,8,12,11,17,13,9,16,18,18,23,9,11,2.2,12,6,8,15,15,27,30,8,14,14,14,6,13,10,15,19.3,20,18.2,12.2,30,30,14,14
Individual,563,13,13,17.3,18,13.3,9,10,15,8,13,17,5,5,14,21,13.2,15,22,14,11,2.2,11,9,9,11,17,36,32.2,12,8,10,10,10,12,9,10,18,22,16.2,15,22.2,30,17,19
Individual,564,14,16,12,18,12,11,12,16,10,9,16,9,14,14,13.2,22,22,21,9,8,10,2.2,6,5,21,19,32,33,12,14,13,15,10,9,9,10,17.1,19,12,10,25,20,14,11
Individual,565,19,19,11,16,14.3,10,15,15,8,12,15,20,9,9,13,20,18,15,9,10,8,13.4,10,9,14,17,27,39,12,13,12,14,9,13,16,17,15,20.1,11,12.2,22.2,16.2,8,16
Individual,566,14,16,18.3,18,13.3,12,14,17,9,12,15,5,5,13,14,16,15,27,12,7,11,8,9,8,14,13,32.2,38,13,9,9,9,9,9,8,12,14,23,10,13.2,18.2,30,16,12
Individual,567,14,12,14,16.3,12,14,12,10,11,10,9,12,9,10,14,24,20,16,11,12,2.2,8,9.3,9.3,11,18,30.2,38,13,14,12,10,12,8,10,11,17.1,14,11,10,27,25,19,19
Individual,568,17,13,17.3,19.3,11.3,13,12,13,8,13,18,17,10,5,9,20,17,23,14,8,5,8,6,7,16,15,32,31,11,7,14,13,13,11,16,18,23,19,14,15,16.2,18,11,13
Individual,569,15,18,16.3,19.3,14.3,10,12,11,12,10,12,19,8,13,9,17,26,22,12,12,14,14,9.3,8,12,12,31,29.3,13,13,12,15,12,6,14,14,15,21,13.2,12.2,25,29,18,16
Individual,570,12,15,15,12,11,15,15,11,9,10,14,5,10,9,20,10,24,21,7,12,2.2,7,5,8,21,19,33.1,33,12,13,14,12,8,13,9,13,20.1,23,13,15,22.2,19.2,8,19
Individual,571,15.2,16,17.3,14.3,15,12,8,15,13,13,7,11,5,13,23,23,27,27,10,10,2.2,13,6,9,14,17,27,36,8,12,9,10,12,8,16,10,21,18.1,15.2,15.2,30,31.2,18,12
Individual,572,14,18,11,17.3,12.3,12.3,10,9,10,10,16,17,12,14,21,23,18,21,11,14,5,17,9.3,7,20,19,29,33.1,6,12,9,7,9,7,14,16,17,25,15.2,14.2,21,22,18,13
Individual,573,17,19,19.3,15,14,10,10,16,13,13,10,17,5,10,15.2,11,21,22,13,13,11,6,6,9,12,11,27,36,10,12,8,7,9,8,17,10,22,16,14.2,12.2,23,16.2,16,10
Individual,574,15.2,18,18.3,16.3,10,12,11,12,14,8,11,13,10,5,15,24,20,19,13,8,8,3.2,9.3,10,14,11,36,29,12,9,11,13,11,6,13,11,19.1,18.1,13,16,20,19.2,14,15
Individual,575,14,15,13,12,14,12.3,14,8,11,8,11,9,9,14,17,16,15,19,9,9,7,9,6,9,13,17,30,28,6,10,11,7,13,7,8,17,18,25,12,13.2,27,18,12,15
Individual,576,15.2,18,19.3,15.3,11.3,9,18,15,14,8,9,16,14,8,14,23,22,23,9,10,12,14,8,10,11,12,33.1,29,11,12,8,10,8,7,11,13,24,23,15,15.2,25.2,22.2,16,17
Individual,577,13,14,15,17,13.3,15,17,17,13,14,16,19,14,5,16,15,25,25,10,8,2.2,9,9.3,8,15,17,34,30.2,12,8,8,9,9,9,8,8,16,17.1,11,18.2,25,30,8,15
Individual,578,15.2,14,15.3,13,14.3,11,12,16,10,14,25,5,12,12,20,19,26,24,8,13,8,9,7,6,14,12,29,29.3,13,7,15,8,9,13,17,13,19,25,10,18.2,20,28,15,16
Individual,579,19,17,17,19.3,9,12,14,17,13,11,14,12,9,8,24,23,18,19,10,12,13.4,3.2,6,7,21,21,26,27,7,14,7,12,9,11,16,17,24,16,12,14.2,17.2,26,16,16
Individual,580,19,13,18.3,11,10,9,9,11,11,10,18,10,13,10,18,21,25,17,14,8,6,7,5,10,19,14,30.2,30,13,13,14,13,8,11,11,15,15,19,12.2,13.2,23,16.2,15,18
Individual,581,18,13,18,13,11,14.3,15,16,14,14,6,8,8,13,23,9,15,15,13,12,10,15,5,9.3,13,14,32,32,10,12,9,8,9,8,14,18,20,20,17.2,13,25.2,19.2,12,17
Individual,582,12,19,13,17.3,9,15,9,8,9,12,20,12,12,10,21,14,17,16,11,8,13.4,9,6,9.3,20,12,26,27,8,12,8,13,13,11,13,12,19.1,19,18.2,16,28,22.2,18,11
Individual,583,14,19,11,16,11,10,10,10,9,9,25,14,12,14,11,20,16,19,7,12,17,12,7,7,19,16,32,31,11,6,9,7,11,9,13,15,24,17.3,18.2,10,21,30,19,19
Individual,584,15,19,14,17.3,14.3,12,17,15,8,14,6,15,8,10,12,15.2,17,22,13,8,3.2,5,5,9,12,17,33.2,36,14,11,7,15,8,8,12,18,20,18.1,15.2,11,28,17.2,17,18
Individual,585,19,17,10,17,12,11,9,9,14,10,16,13,9,14,14,10,24,22,8,10,13,11,8,10,15,15,32,34,12,6,11,8,6,10,11,8,14,19.3,12,10,30,18,10,19
Individual,586,15.2,19,14,18,13.3,9,15,14,10,10,20,17,9,10,10,15.2,26,20,7,9,10,7,6,9.3,16,12,29,37,14,12,9,15,10,12,15,15,24,22,14.2,10,25,25.2,16,11
Individual,587,18,19,15.3,18.3,13.3,12,11,14,11,12,16,5,5,13,15.2,24,17,16,8,11,6,12,9.3,9,18,21,35,31,14,12,13,8,13,7,16,16,23,16,14.2,13,22,19.2,17,12
Individual,588,15,13,18,10,12,13,13,18,10,8,9,8,9,5,20,13,22,18,7,9,3.2,5,8,9,21,18,38,34,7,8,14,10,6,6,14,18,17.1,18.1,11,14,31.2,22,13,19
Individual,589,13,13,10,15,11,12,8,10,8,11,15,18,10,10,15,13,17,22,8,11,5,3.2,9.3,10,16,13,33.1,29.3,9,6,7,15,6,13,9,8,21,17,10,16.2,26,19.2,8,12
Individual,590,16,15,16,17.3,12,11.3,8,17,10,12,19,5,12,12,13.2,13,17,18,14,14,7,6,10,10,11,14,27,33.2,10,9,11,10,6,9,13,10,17.3,19.1,14.2,14.2,30,18,12,14
Individual,591,14,17,17.3,13,9,13.3,14,18,14,9,15,16,9,5,15.2,16,19,18,8,12,2.2,15,10,6,15,13,35,31,12,9,10,9,8,7,9,8,19,21,12,12.2,22,18,13,12
Individual,592,15.2,15.2,16,17.3,10,9,14,8,8,9,8,10,9,12,15.2,18,20,23,13,13,11,8,6,5,18,18,36,39,7,7,11,11,6,13,11,14,18,21,14.2,12.2,19.2,25.2,18,14
Individual,593,15.2,13,16,14.3,14,9,9,15,9,14,9,25,5,10,22,14,17,17,12,10,14,9,7,9,13,18,31,36,9,10,9,13,7,11,13,8,25,14,16,12.2,24,19.2,16,19
Individual,594,14,15.2,17.3,17,14.3,13.3,12,8,13,13,18,7,14,13,9,22,25,21,13,13,12,14,7,6,21,13,33.1,33,9,13,13,7,7,9,14,14,17,14,13,11,21,30.2,19,15
Individual,595,17,17,16.3,18.3,13.3,15,9,17,10,8,17,7,8,13,15.2,14,15,26,8,13,13,13.4,9.3,5,13,17,29.3,36,13,11,8,8,10,13,10,18,17.1,17.3,15.2,13.2,18,28,19,11
Individual,596,16,14,14,13,11,11,8,11,9,13,10,9,14,13,15,20,24,16,14,7,10,12,9,8,18,21,32.2,32,10,13,13,9,7,6,8,15,16,18.1,13,13,29,30.2,16,8
Individual,597,15,17,10,16.3,15,14,11,12,12,11,12,9,5,9,20,11,19,20,13,14,7,12,8,5,15,15,33,30.2,11,14,7,9,10,10,13,17,19.3,17.1,16.2,14,19.2,31.2,14,16
Individual,598,13,19,10,11,13.3,14.3,16,13,10,14,19,13,9,12,10,10,16,19,10,9,2.2,8,6,8,19,12,29.3,39,8,14,11,14,13,8,10,15,15,24,12.2,11,19.2,22.3,19,15
Individual,599,16,18,14.3,10,14.3,11.3,18,18,12,13,10,14,12,13,24,21,21,18,7,8,5,11,7,10,12,17,37,31.2,8,9,9,8,11,11,11,13,17.1,17.1,17.2,11,17.2,26,15,11
Individual,600,17,13,14,11,10,12,9,8,11,14,7,6,9,9,22,15,21,17,11,10,10,8,10,9.3,15,19,30.2,30.2,9,9,7,13,8,8,11,11,18.1,24,14.2,17.2,25,20,18,12
Individual,601,14,19,12,14.3,14.3,12.3,10,12,10,8,12,18,5,5,16,13.2,24,15,10,10,6,11,5,7,12,13,37,27,11,8,12,12,10,12,17,9,18,17.1,15.2,11,20,22.2,8,10
Individual,602,14,13,14.3,15,12,14,14,15,8,8,18,12,9,5,24,9,19,20,13,14,11,17,7,9.3,21,16,32,29,13,7,12,15,7,11,15,10,17,21,12.2,12,29,31.2,10,11
CaseNumber,603,13,15.2,15,13,11,13.3,10,11,14,13,18,16,8,13,15.2,19,19,17,13,8,8,3.2,7,10,12,14,31.2,31.2,13,13,10,11,9,12,15,13,25,20.1,12,15,25,23,13,14
Individual,604,17,13,13,13,10,11,18,12,9,10,15,18,13,13,21,22,23,19,9,9,2.2,5,7,6,20,21,28,26,9,13,8,7,12,9,9,14,23,18.3,13.2,13.2,30.2,18.2,16,15
Individual,605,13,14,14.3,15.3,11.3,12,14,15,11,10,10,20,12,9,22,16,26,17,14,14,12,14,5,6,16,12,26,32.2,9,14,13,7,9,10,14,17,18,17.1,13,16,19,22,16,8
Individual,606,12,12,15.3,16,12.3,9,10,15,9,11,6,19,10,14,18,15.2,17,19,13,14,13.4,7,10,9,18,11,38,33,12,11,14,7,9,9,17,10,16,18.3,13,16,19.2,30.2,14,8
Individual,607,19,13,15,12,14.3,9,14,13,11,8,13,20,9,13,10,12,20,17,10,8,17,17,5,9.3,18,17,31,30,8,10,10,8,12,9,17,16,16,22,11,15,22.2,23.2,14,11
Individual,608,15,18,17,13,14,14.3,15,12,10,13,14,6,10,13,21.2,22,17,20,13,14,10,15,6,7,12,20,39,29,10,12,15,10,13,13,8,17,24,20.1,10,17.2,31.2,18,14,17
Individual,609,15.2,18,15.3,16.3,13.3,12.3,16,12,8,13,25,18,14,12,21.2,24,18,17,12,11,7,15,5,10,15,16,37,36,11,7,11,8,6,7,9,12,18.3,18,18.2,18.2,16.2,18,8,13
Individual,610,17,15,13,14,9,9,13,10,12,14,16,18,8,14,12,14,26,25,11,12,14,17,6,8,15,11,31.2,29.3,12,11,13,9,12,7,9,12,16,14,14,12.2,25,30.2,19,19
Individual,611,13,12,11,14.3,11,9,11,11,13,13,7,25,8,10,18,22,16,24,10,7,10,7,9.3,8,16,20,32.2,26,14,6,7,9,12,10,11,10,14,17,15.2,18.2,25.2,29,18,11
Individual,612,14,18,17.3,14.3,13.3,12.3,10,17,14,10,9,20,14,5,19,13.2,19,23,9,9,15,6,5,9,19,13,39,27,10,7,14,11,6,6,10,12,14,25,17.2,17.2,30,19.2,8,13
Individual,613,12,15.2,12,16,14.3,14.3,16,18,11,11,8,12,8,9,22,23,17,25,14,10,8,13,10,9.3,12,15,32.2,32.2,6,11,15,13,7,13,13,17,14,17.3,13,12,22.2,23,18,8
Individual,614,14,17,19.3,18.3,9,13,13,8,14,12,25,17,14,12,10,23,18,15,12,11,10,9,9,9.3,21,18,30,39,8,13,9,10,12,12,9,10,17,21,12,17.2,19,16.2,18,8
Individual,615,16,19,12,16,13,9,15,8,11,10,9,13,12,12,10,9,24,20,12,7,17,17,9,7,20,14,28,39,13,6,15,9,7,9,17,10,14,19,14,14.2,23,28,14,15
Individual,616,19,13,12,16.3,14.3,12.3,12,17,9,10,19,25,8,12,24,16,15,27,11,10,15,13.4,9.3,8,19,19,35,28,6,7,13,12,6,12,17,8,25,14,10,10,27,27,19,13
Individual,617,14,16,17,11,14.3,9,8,10,8,14,6,7,9,5,24,10,27,21,7,12,13.4,10,9,9,20,15,30.2,39,11,13,8,10,6,7,8,18,19.1,18.1,13,13.2,17.2,22.3,14,17
Individual,618,13,17,15,18,10,12,15,13,13,8,20,9,8,13,17,23,26,22,11,14,2.2,14,6,9.3,15,14,33,34,10,12,8,15,6,9,11,14,16,25,15,11,23.2,30.2,8,11
Individual,619,14,15,15.3,18.3,11.3,14,16,17,10,10,14,9,8,9,19,21.2,26,24,12,10,3.2,6,6,9,12,12,29,28,8,14,15,13,12,13,13,15,19.1,18.1,11,15,30.2,22,8,14
Individual,620,13,18,12,14,15,12.3,14,9,12,9,19,10,14,12,16,15,24,25,7,13,17,10,7,9,14,18,33.2,33.2,10,10,15,11,8,13,9,9,25,19.3,14.2,16.2,22,21,13,19
Individual,621,16,15.2,12,17,10,14.3,18,18,8,14,19,11,5,8,21,23,19,24,7,13,13.4,2.2,7,8,21,20,33.2,30.2,13,11,13,11,10,9,17,18,22,23,16.2,13,18.2,23.2,19,14
Individual,622,12,13,18.3,16,13.3,11.3,15,13,10,9,18,11,9,8,15.2,23,17,27,11,7,13,5,10,10,12,12,29.3,39,9,12,13,7,9,7,8,10,25,17.1,12.2,13.2,18.2,30.2,18,16
Individual,623,13,16,14,11,13,15,11,18,13,8,11,6,5,10,22,20,25,20,13,12,14,10,10,10,19,14,26,31,7,14,7,13,6,7,11,14,18,21,18.2,18.2,22,19,14,8
Individual,624,18,19,15,12,9,13.3,11,12,12,13,15,7,8,9,22,12,22,19,7,9,8,2.2,9,8,16,17,26,38,12,14,14,9,11,6,10,14,19,20,12,13.2,31.2,20,19,14
Individual,625,12,12,11,13,9,11,9,15,9,10,17,15,8,13,21.2,21.2,22,19,10,8,13.4,7,6,7,12,18,38,37,8,6,13,10,11,10,14,12,20.1,20,13.2,15,24,23,13,13
Individual,626,17,18,11,18.3,13,14.3,18,17,11,14,13,14,12,14,13.2,14,21,18,11,9,10,17,6,7,21,11,29.3,30,11,9,12,12,10,12,10,9,15,19.1,13.2,15.2,20,22.2,18,17
Individual,627,15.2,18,18,15.3,12.3,11.3,13,15,13,10,14,25,10,13,13,21,23,24,11,11,6,13.4,10,8,17,12,33.1,38,7,12,12,10,8,7,14,15,19.3,17.1,14.2,13,22.3,24,14,18
Individual,628,18,13,17.3,15,9,10,15,8,10,8,7,25,12,8,15.2,10,24,27,12,14,12,5,8,9.3,13,14,35,37,8,9,15,8,10,11,10,12,19.1,23,12.2,15.2,22.3,22.2,14,12
Individual,629,16,15,10,16,14.3,9,10,12,10,11,5,18,5,8,9,18,27,20,7,11,14,3.2,6,9.3,14,13,35,26,12,10,12,9,12,11,11,8,17.1,24,12.2,13,16.2,25,12,15
Individual,630,12,15.2,12,13,14.3,9,12,15,8,14,25,15,9,13,18,14,26,18,10,9,9,6,9.3,9,18,12,33,38,7,12,13,8,10,11,12,11,18.3,18.3,18.2,16.2,28,17.2,13,10
Individual,631,17,19,16.3,13,10,14.3,12,11,8,10,20,17,14,13,14,15,17,19,9,11,5,13.4,10,9,16,13,28,39,11,12,15,8,7,10,16,17,19.1,18.1,13,18.2,20,21,17,10
Individual,632,15,16,14,13,11,15,17,17,14,8,11,5,14,5,17,18,26,18,9,9,9,5,9.3,10,14,14,29,37,6,13,15,13,9,7,13,12,19,17.1,15,13,18.2,19.2,15,19
Individual,633,17,15,15,14,11,11.3,16,17,13,12,10,25,5,10,13,10,19,25,12,14,7,7,6,5,15,17,37,27,12,9,15,12,12,10,12,10,19.1,19.1,14,12,24,24,12,16
Individual,634,18,19,12,13,9,14,13,12,11,8,10,25,10,12,23,13.2,27,16,13,14,17,15,5,10,17,11,34,37,11,13,8,7,10,7,9,16,16,20,16,14.2,16.2,19,16,15
Individual,635,15.2,14,11,11,9,13,12,15,10,12,15,20,8,13,21,12,21,23,12,9,8,10,7,6,19,17,33.2,33,8,6,12,9,10,6,12,11,17.1,19,14,14.2,16.2,19,17,15
Individual,636,14,14,19.3,14,9,14,16,14,10,10,9,13,14,9,18,18,27,18,11,14,12,5,6,7,18,14,33.1,32.2,13,13,7,13,9,13,12,9,18,18.3,11,16,18.2,20,11,8
Individual,637,16,18,14,17,11,10,18,12,10,8,25,19,5,10,15,24,20,17,11,12,14,12,10,10,15,21,33,26,12,11,12,13,9,10,12,12,18.1,20.1,10,15,23.2,25,16,8
Individual,638,15,15.2,14.3,15.3,11.3,11,9,9,11,14,17,14,12,9,13.2,20,26,26,12,7,3.2,14,7,9,17,19,28,29.3,10,9,12,9,9,7,14,14,18.1,20.1,10,15.2,26,20,15,17
Individual,639,15,19,18.3,16,9,11,17,12,14,13,8,9,14,9,13.2,21.2,25,17,7,9,8,2.2,6,7,20,15,33,38,6,12,12,12,8,10,11,12,21,19,16.2,14.2,19,31.2,12,14
Individual,640,17,17,15.3,16,13,14,11,8,13,8,10,13,10,9,16,23,15,26,8,12,11,13,7,5,14,16,26,31.2,7,10,14,9,12,11,15,17,14,17.3,14,17.2,19.2,27,16,16
Individual,641,19,14,19.3,12,10,14.3,16,17,8,8,17,17,5,12,18,13,27,23,11,13,8,10,10,10,11,18,37,32,7,11,12,13,12,8,17,8,20.1,17,16,13,23,22.2,8,15
Individual,642,15.2,15,16,16,13.3,14.3,16,10,14,12,6,7,9,12,17,24,21,18,8,8,11,13,9.3,9,19,18,36,37,6,6,13,15,13,9,11,18,22,17.3,13.2,14,23.2,26,10,14
Individual,643,17,17,10,15,11.3,14.3,13,9,14,9,14,18,8,8,19,19,15,21,11,14,11,17,7,5,14,12,33.2,31,7,6,15,8,9,11,16,17,17.3,21,14.2,14,19,18.2,13,12
Individual,644,13,13,15.3,17.3,13,15,15,17,11,13,13,16,5,8,9,22,23,20,11,8,5,10,7,7,12,16,34,33,7,6,15,10,13,8,13,15,21,19.3,16.2,15.2,25,22.3,15,19
Individual,645,13,16,11,17.3,11,9,11,14,11,11,12,18,14,9,16,10,27,25,8,11,17,13.4,9,9,17,13,35,26,11,10,10,14,13,10,12,13,14,19.3,12.2,16.2,19.2,30,16,14
